,Field,Yld_Mass_D,Id,ORIG_FID,Long,Lat,EC30,EC90,rate,targetrate
1351,oeste 25,6.2641,159,0,-60.6499567,-35.6970759,10.6,15.3,213,200
1352,oeste 25,6.4295,159,0,-60.6499567,-35.6970759,10.6,15.3,213,200
1353,oeste 25,6.6145,159,0,-60.6499567,-35.6970759,10.6,15.3,216,200
1354,oeste 25,6.5091,27,1,-60.6514564,-35.6950728,12.3,12.3,104,100
1355,oeste 25,5.5338,27,1,-60.6514564,-35.6950728,12.3,12.3,100,100
1356,oeste 25,6.6032,27,1,-60.6514564,-35.6950728,12.3,12.3,100,100
1357,oeste 25,6.3718,27,1,-60.6514564,-35.6950728,12.3,12.3,100,100
1358,oeste 25,5.3693,27,1,-60.6513889,-35.6951081,10.9,12.3,99,0
1359,oeste 25,6.3841,27,1,-60.6513889,-35.6951081,10.9,12.3,99,0
1360,oeste 25,5.8686,27,1,-60.6513215,-35.6951437,9.5,14.3,99,0
1361,oeste 25,5.5133,27,1,-60.6513889,-35.6951081,10.9,12.3,99,0
1362,oeste 25,6.2772,27,1,-60.6513889,-35.6951081,10.9,12.3,99,0
1363,oeste 25,5.2638,27,1,-60.6516757,-35.6955688,8.7,8.5,99,0
1364,oeste 25,5.1092,27,1,-60.6516757,-35.6955688,8.7,8.5,99,0
1365,oeste 25,5.5493,27,1,-60.6513215,-35.6951437,9.5,14.3,99,0
1366,oeste 25,5.2778,27,1,-60.6516032,-35.6956052,8.6,9.7,99,0
1367,oeste 25,7.2354,12,0,-60.6512432,-35.6957831,11.4,12.3,365,400
1368,oeste 25,7.3453,12,0,-60.6512432,-35.6957831,11.4,12.3,365,400
1369,oeste 25,7.0788,12,0,-60.6512432,-35.6957831,11.4,12.3,365,400
1370,oeste 25,7.2602,12,0,-60.6512432,-35.6957831,11.4,12.3,365,400
1371,oeste 25,6.8834,12,0,-60.6511767,-35.6958197,12,12.4,365,400
1372,oeste 25,7.5427,12,0,-60.6511767,-35.6958197,12,12.4,365,400
1373,oeste 25,7.0018,12,0,-60.6512432,-35.6957831,11.4,12.3,363,400
1374,oeste 25,7.4287,12,0,-60.6511767,-35.6958197,12,12.4,363,400
1375,oeste 25,7.2178,12,0,-60.6511767,-35.6958197,12,12.4,363,400
1376,oeste 25,6.6604,12,0,-60.6511767,-35.6958197,12,12.4,363,400
1377,oeste 25,7.2773,12,0,-60.6511767,-35.6958197,12,12.4,363,400
1378,oeste 25,7.5493,12,0,-60.6511767,-35.6958197,12,12.4,372,300
1379,oeste 25,7.2225,12,0,-60.6511767,-35.6958197,12,12.4,372,300
1380,oeste 25,7.5155,12,0,-60.6511767,-35.6958197,12,12.4,372,300
1381,oeste 25,7.3879,12,0,-60.6511104,-35.6958556,10.2,10.1,372,300
1382,oeste 25,6.959,12,0,-60.6511104,-35.6958556,10.2,10.1,372,300
1383,oeste 25,7.4523,12,0,-60.6511767,-35.6958197,12,12.4,360,300
1384,oeste 25,7.2545,12,0,-60.6511104,-35.6958556,10.2,10.1,360,300
1385,oeste 25,7.3997,12,0,-60.6511104,-35.6958556,10.2,10.1,360,300
1386,oeste 25,7.4241,12,0,-60.6511104,-35.6958556,10.2,10.1,360,300
1387,oeste 25,7.3805,12,0,-60.6511104,-35.6958556,10.2,10.1,352,300
1388,oeste 25,7.4408,12,0,-60.6511104,-35.6958556,10.2,10.1,352,300
1389,oeste 25,7.2871,39,2,-60.6510452,-35.6958911,11.2,10.1,324,300
1390,oeste 25,7.7608,39,2,-60.6510452,-35.6958911,11.2,10.1,320,300
1391,oeste 25,7.1627,39,2,-60.650979,-35.6959262,12.2,12.5,320,300
1392,oeste 25,7.7477,39,2,-60.650979,-35.6959262,12.2,12.5,320,300
1393,oeste 25,7.0367,39,2,-60.650979,-35.6959262,12.2,12.5,314,300
1394,oeste 25,7.698,39,2,-60.650979,-35.6959262,12.2,12.5,314,300
1395,oeste 25,7.4983,39,2,-60.650979,-35.6959262,12.2,12.5,311,300
1396,oeste 25,7.585,39,2,-60.6509149,-35.6959612,12.4,12,311,300
1397,oeste 25,7.1217,39,2,-60.6509149,-35.6959612,12.4,12,311,300
1398,oeste 25,7.708,39,2,-60.6509149,-35.6959612,12.4,12,307,400
1399,oeste 25,7.7322,39,2,-60.6509149,-35.6959612,12.4,12,307,400
1400,oeste 25,6.6478,55,3,-60.6511572,-35.6962284,11.2,15.1,221,200
1401,oeste 25,6.5518,55,3,-60.6511572,-35.6962284,11.2,15.1,221,200
1402,oeste 25,6.4654,55,3,-60.6511572,-35.6962284,11.2,15.1,221,200
1403,oeste 25,6.4583,55,3,-60.6512149,-35.6961985,11.8,15,217,200
1404,oeste 25,6.7628,55,3,-60.6510452,-35.6958911,11.2,10.1,217,200
1405,oeste 25,6.9302,55,3,-60.6511104,-35.6958556,10.2,10.1,219,200
1406,oeste 25,6.9668,55,3,-60.6510452,-35.6958911,11.2,10.1,219,200
1407,oeste 25,6.2699,55,3,-60.6510452,-35.6958911,11.2,10.1,219,200
1408,oeste 25,6.8446,55,3,-60.6511104,-35.6958556,10.2,10.1,206,200
1409,oeste 25,6.8086,55,3,-60.6511104,-35.6958556,10.2,10.1,206,200
1410,oeste 25,7.0403,55,3,-60.6511104,-35.6958556,10.2,10.1,206,200
1411,oeste 25,5.9469,40,2,-60.6513135,-35.6957484,10.5,12.8,283,300
1412,oeste 25,6.6414,40,2,-60.6512432,-35.6957831,11.4,12.3,283,300
1413,oeste 25,6.2847,40,2,-60.6512432,-35.6957831,11.4,12.3,283,300
1414,oeste 25,6.9506,40,2,-60.6513135,-35.6957484,10.5,12.8,275,300
1415,oeste 25,5.6688,40,2,-60.6513135,-35.6957484,10.5,12.8,275,300
1416,oeste 25,6.9056,40,2,-60.6513135,-35.6957484,10.5,12.8,275,300
1417,oeste 25,7.1916,40,2,-60.6513854,-35.6957163,11.2,12.4,276,300
1418,oeste 25,6.7234,40,2,-60.6513135,-35.6957484,10.5,12.8,276,300
1419,oeste 25,6.4961,40,2,-60.6513854,-35.6957163,11.2,12.4,282,300
1420,oeste 25,6.9797,40,2,-60.6513854,-35.6957163,11.2,12.4,282,300
1421,oeste 25,6.9467,40,2,-60.6513854,-35.6957163,11.2,12.4,282,300
1422,oeste 25,7.4241,42,2,-60.6518847,-35.6954644,9.2,8.3,295,300
1423,oeste 25,6.6535,42,2,-60.6518847,-35.6954644,9.2,8.3,295,300
1424,oeste 25,7.1787,42,2,-60.6518847,-35.6954644,9.2,8.3,295,300
1425,oeste 25,7.3073,42,2,-60.6519541,-35.6954318,8.8,10,297,300
1426,oeste 25,6.9448,42,2,-60.6518847,-35.6954644,9.2,8.3,297,300
1427,oeste 25,7.4695,42,2,-60.6518847,-35.6954644,9.2,8.3,297,300
1428,oeste 25,6.9048,42,2,-60.6519541,-35.6954318,8.8,10,297,100
1429,oeste 25,7.4526,42,2,-60.6519541,-35.6954318,8.8,10,297,100
1430,oeste 25,7.3351,42,2,-60.6520226,-35.6953999,9.9,9.9,275,100
1431,oeste 25,7.2553,42,2,-60.6519541,-35.6954318,8.8,10,275,100
1432,oeste 25,7.5908,42,2,-60.6519541,-35.6954318,8.8,10,275,100
1433,oeste 25,6.6366,15,0,-60.6520904,-35.695367,9,8.9,109,100
1434,oeste 25,6.8662,15,0,-60.6520904,-35.695367,9,8.9,109,100
1435,oeste 25,5.9397,15,0,-60.6520904,-35.695367,9,8.9,105,100
1436,oeste 25,6.5841,15,0,-60.6520904,-35.695367,9,8.9,105,100
1437,oeste 25,6.6886,15,0,-60.6520904,-35.695367,9,8.9,105,100
1438,oeste 25,6.8088,15,0,-60.6520904,-35.695367,9,8.9,105,100
1439,oeste 25,5.7857,15,0,-60.6520226,-35.6953999,9.9,9.9,105,100
1440,oeste 25,6.3606,15,0,-60.6520226,-35.6953999,9.9,9.9,105,100
1441,oeste 25,7.0649,15,0,-60.6520904,-35.695367,9,8.9,105,100
1442,oeste 25,6.2229,15,0,-60.6520904,-35.695367,9,8.9,105,100
1443,oeste 25,6.6301,15,0,-60.6520904,-35.695367,9,8.9,105,100
1444,oeste 25,6.2573,15,0,-60.6520904,-35.695367,9,8.9,105,100
1445,oeste 25,5.7857,15,0,-60.6522294,-35.6952963,9.3,8.1,101,100
1446,oeste 25,6.3527,15,0,-60.6522294,-35.6952963,9.3,8.1,101,100
1447,oeste 25,5.7683,15,0,-60.6522294,-35.6952963,9.3,8.1,101,100
1448,oeste 25,6.6651,15,0,-60.6520904,-35.695367,9,8.9,101,100
1449,oeste 25,6.0892,15,0,-60.6520904,-35.695367,9,8.9,101,100
1450,oeste 25,6.9145,15,0,-60.6520904,-35.695367,9,8.9,101,100
1451,oeste 25,6.7417,15,0,-60.6522294,-35.6952963,9.3,8.1,100,200
1452,oeste 25,6.5336,15,0,-60.6522294,-35.6952963,9.3,8.1,100,200
1453,oeste 25,5.9535,15,0,-60.6522294,-35.6952963,9.3,8.1,100,200
1454,oeste 25,6.2629,15,0,-60.6522294,-35.6952963,9.3,8.1,100,200
1455,oeste 25,6.2679,15,0,-60.6520904,-35.695367,9,8.9,100,200
1456,oeste 25,6.2802,45,2,-60.6523726,-35.6952221,9.3,8.2,192,200
1457,oeste 25,6.3295,45,2,-60.6523726,-35.6952221,9.3,8.2,192,200
1458,oeste 25,7.1998,45,2,-60.6523005,-35.6952602,9.5,8.4,192,200
1459,oeste 25,6.4496,45,2,-60.6523726,-35.6952221,9.3,8.2,190,200
1460,oeste 25,6.4845,45,2,-60.6523726,-35.6952221,9.3,8.2,190,200
1461,oeste 25,7.0199,45,2,-60.6523005,-35.6952602,9.5,8.4,190,200
1462,oeste 25,6.7819,45,2,-60.6523005,-35.6952602,9.5,8.4,190,200
1463,oeste 25,6.4094,45,2,-60.6523726,-35.6952221,9.3,8.2,195,200
1464,oeste 25,5.9612,45,2,-60.6523726,-35.6952221,9.3,8.2,195,200
1465,oeste 25,5.6834,45,2,-60.6524405,-35.6951877,10.5,9.9,195,200
1466,oeste 25,6.1661,45,2,-60.6523726,-35.6952221,9.3,8.2,195,200
1467,oeste 25,5.7115,45,2,-60.6523726,-35.6952221,9.3,8.2,195,200
1468,oeste 25,5.3706,45,2,-60.6524405,-35.6951877,10.5,9.9,196,0
1469,oeste 25,5.4121,45,2,-60.6524405,-35.6951877,10.5,9.9,196,0
1470,oeste 25,7.8904,90,0,-60.6526101,-35.6944472,9.8,10.7,360,400
1471,oeste 25,7.6308,90,0,-60.6526101,-35.6944472,9.8,10.7,360,400
1472,oeste 25,7.7614,90,0,-60.6526101,-35.6944472,9.8,10.7,360,400
1473,oeste 25,7.6792,90,0,-60.6526101,-35.6944472,9.8,10.7,365,400
1474,oeste 25,8.0004,90,0,-60.6526101,-35.6944472,9.8,10.7,365,400
1475,oeste 25,7.7927,90,0,-60.6526796,-35.6944115,11.7,11.8,365,400
1476,oeste 25,8.0832,90,0,-60.6526796,-35.6944115,11.7,11.8,372,400
1477,oeste 25,7.548,90,0,-60.6526796,-35.6944115,11.7,11.8,372,400
1478,oeste 25,7.9456,90,0,-60.6526796,-35.6944115,11.7,11.8,378,400
1479,oeste 25,7.2791,90,0,-60.6526796,-35.6944115,11.7,11.8,378,400
1480,oeste 25,7.7779,88,0,-60.6528194,-35.69434,10.6,13.6,238,200
1481,oeste 25,7.745,88,0,-60.6528194,-35.69434,10.6,13.6,230,200
1482,oeste 25,7.6399,88,0,-60.6528194,-35.69434,10.6,13.6,230,200
1483,oeste 25,7.7669,88,0,-60.6528194,-35.69434,10.6,13.6,230,200
1484,oeste 25,7.6363,88,0,-60.6528886,-35.694304,12.7,12.9,224,200
1485,oeste 25,7.719,88,0,-60.6528886,-35.694304,12.7,12.9,224,200
1486,oeste 25,7.3997,88,0,-60.6528886,-35.694304,12.7,12.9,217,200
1487,oeste 25,6.9756,88,0,-60.6528886,-35.694304,12.7,12.9,217,200
1488,oeste 25,7.4321,88,0,-60.6528886,-35.694304,12.7,12.9,217,200
1489,oeste 25,7.5093,88,0,-60.6529586,-35.6942679,12.3,12.9,217,200
1490,oeste 25,8.0136,88,0,-60.6529586,-35.6942679,12.3,12.9,217,200
1491,oeste 25,7.6944,70,4,-60.6530307,-35.6942319,12.6,11.6,275,300
1492,oeste 25,8.0482,70,4,-60.6531035,-35.6941956,11.2,11.9,275,300
1493,oeste 25,7.8205,70,4,-60.6531035,-35.6941956,11.2,11.9,275,300
1494,oeste 25,7.3394,70,4,-60.6531035,-35.6941956,11.2,11.9,276,300
1495,oeste 25,7.5093,70,4,-60.6531035,-35.6941956,11.2,11.9,276,300
1496,oeste 25,7.286,70,4,-60.6531035,-35.6941956,11.2,11.9,276,300
1497,oeste 25,7.708,70,4,-60.6531035,-35.6941956,11.2,11.9,275,300
1498,oeste 25,7.3065,70,4,-60.653176,-35.6941575,9.4,11,275,300
1499,oeste 25,7.8846,70,4,-60.653176,-35.6941575,9.4,11,276,300
1500,oeste 25,7.3697,70,4,-60.653176,-35.6941575,9.4,11,276,300
1501,oeste 25,7.8305,70,4,-60.653176,-35.6941575,9.4,11,276,300
1502,oeste 25,6.9141,47,2,-60.6535227,-35.6946094,9.9,8.7,367,400
1503,oeste 25,7.0231,47,2,-60.6535227,-35.6946094,9.9,8.7,367,400
1504,oeste 25,6.7395,47,2,-60.6535227,-35.6946094,9.9,8.7,367,400
1505,oeste 25,7.2012,47,2,-60.6535227,-35.6946094,9.9,8.7,367,400
1506,oeste 25,7.6639,47,2,-60.6534569,-35.6946432,10.3,8.8,373,400
1507,oeste 25,7.4717,47,2,-60.6534569,-35.6946432,10.3,8.8,373,400
1508,oeste 25,7.0978,47,2,-60.6534569,-35.6946432,10.3,8.8,373,400
1509,oeste 25,7.1993,47,2,-60.6534569,-35.6946432,10.3,8.8,374,400
1510,oeste 25,7.4076,47,2,-60.6534569,-35.6946432,10.3,8.8,374,400
1511,oeste 25,7.5414,47,2,-60.6533912,-35.6946777,9.3,8,381,400
1512,oeste 25,7.2755,60,3,-60.6533282,-35.6947124,9.5,7.4,378,400
1513,oeste 25,7.7356,60,3,-60.6533282,-35.6947124,9.5,7.4,383,400
1514,oeste 25,7.3459,60,3,-60.6533282,-35.6947124,9.5,7.4,383,400
1515,oeste 25,7.3115,60,3,-60.6533282,-35.6947124,9.5,7.4,384,400
1516,oeste 25,7.1597,60,3,-60.6532202,-35.6947715,10.1,8.6,384,400
1517,oeste 25,7.3809,60,3,-60.6532202,-35.6947715,10.1,8.6,387,400
1518,oeste 25,6.9996,60,3,-60.6532202,-35.6947715,10.1,8.6,387,400
1519,oeste 25,7.2259,60,3,-60.6532202,-35.6947715,10.1,8.6,393,200
1520,oeste 25,6.8085,60,3,-60.6532202,-35.6947715,10.1,8.6,393,200
1521,oeste 25,6.7714,60,3,-60.6532202,-35.6947715,10.1,8.6,338,200
1522,oeste 25,7.1767,60,3,-60.6531691,-35.6948003,10,8.6,338,200
1523,oeste 25,7.0367,89,0,-60.6531691,-35.6948003,10,8.6,241,200
1524,oeste 25,7.1619,89,0,-60.6531162,-35.6948294,9.3,10,241,200
1525,oeste 25,7.0925,89,0,-60.6531162,-35.6948294,9.3,10,231,200
1526,oeste 25,7.472,89,0,-60.6531162,-35.6948294,9.3,10,231,200
1527,oeste 25,7.1926,89,0,-60.6530605,-35.6948584,10.2,10.8,231,200
1528,oeste 25,7.0337,89,0,-60.6530605,-35.6948584,10.2,10.8,231,200
1529,oeste 25,7.8883,89,0,-60.6531162,-35.6948294,9.3,10,219,200
1530,oeste 25,7.0449,89,0,-60.6531162,-35.6948294,9.3,10,219,200
1531,oeste 25,7.3923,89,0,-60.6530605,-35.6948584,10.2,10.8,219,200
1532,oeste 25,7.0739,89,0,-60.6530605,-35.6948584,10.2,10.8,219,200
1533,oeste 25,7.3138,89,0,-60.6530605,-35.6948584,10.2,10.8,219,200
1534,oeste 25,8.017,89,0,-60.6530605,-35.6948584,10.2,10.8,216,200
1535,oeste 25,7.1694,89,0,-60.6530605,-35.6948584,10.2,10.8,216,200
1536,oeste 25,7.2031,89,0,-60.6530605,-35.6948584,10.2,10.8,216,200
1537,oeste 25,7.0473,89,0,-60.6530032,-35.6948888,10.1,14.9,216,200
1538,oeste 25,7.0155,89,0,-60.6530032,-35.6948888,10.1,14.9,216,200
1539,oeste 25,7.7528,89,0,-60.6530605,-35.6948584,10.2,10.8,213,200
1540,oeste 25,7.8235,89,0,-60.6530032,-35.6948888,10.1,14.9,213,200
1541,oeste 25,7.282,89,0,-60.6530032,-35.6948888,10.1,14.9,213,200
1542,oeste 25,6.92,89,0,-60.6530032,-35.6948888,10.1,14.9,213,200
1543,oeste 25,7.7933,91,0,-60.6527595,-35.6950155,8.1,8.7,102,100
1544,oeste 25,6.842,91,0,-60.6527595,-35.6950155,8.1,8.7,102,100
1545,oeste 25,7.6082,91,0,-60.6527595,-35.6950155,8.1,8.7,101,100
1546,oeste 25,7.172,91,0,-60.6527595,-35.6950155,8.1,8.7,101,100
1547,oeste 25,6.8669,91,0,-60.6526972,-35.695049,9.3,10.8,101,100
1548,oeste 25,6.055,91,0,-60.6526972,-35.695049,9.3,10.8,101,100
1549,oeste 25,7.0501,91,0,-60.6526972,-35.695049,9.3,10.8,101,0
1550,oeste 25,6.7051,91,0,-60.6526972,-35.695049,9.3,10.8,101,0
1551,oeste 25,6.7736,91,0,-60.6526972,-35.695049,9.3,10.8,101,0
1552,oeste 25,6.3225,91,0,-60.6526972,-35.695049,9.3,10.8,101,0
1553,oeste 25,6.055,91,0,-60.6526972,-35.695049,9.3,10.8,101,0
1554,oeste 25,6.0627,91,0,-60.652635,-35.695083,12.2,12.6,101,0
1555,oeste 25,6.2714,91,0,-60.6526972,-35.695049,9.3,10.8,101,0
1556,oeste 25,6.2486,91,0,-60.652635,-35.695083,12.2,12.6,101,0
1557,oeste 25,5.6941,91,0,-60.652635,-35.695083,12.2,12.6,101,0
1558,oeste 25,5.7635,91,0,-60.652635,-35.695083,12.2,12.6,101,0
1559,oeste 25,6.5674,91,0,-60.652635,-35.695083,12.2,12.6,101,0
1560,oeste 25,6.5624,91,0,-60.652635,-35.695083,12.2,12.6,101,0
1561,oeste 25,5.7005,91,0,-60.652635,-35.695083,12.2,12.6,101,0
1562,oeste 25,5.5168,91,0,-60.652572,-35.6951181,11.1,14,101,0
1563,oeste 25,6.0797,91,0,-60.652572,-35.6951181,11.1,14,101,0
1564,oeste 25,5.2449,105,3,-60.6523005,-35.6952602,9.5,8.4,103,100
1565,oeste 25,6.5732,105,3,-60.6523005,-35.6952602,9.5,8.4,103,100
1566,oeste 25,6.6198,105,3,-60.6524494,-35.6955292,8.2,7.6,99,100
1567,oeste 25,6.939,105,3,-60.6524494,-35.6955292,8.2,7.6,99,100
1568,oeste 25,6.0853,105,3,-60.6522294,-35.6952963,9.3,8.1,99,100
1569,oeste 25,6.4353,105,3,-60.6522294,-35.6952963,9.3,8.1,99,100
1570,oeste 25,5.5883,105,3,-60.6522294,-35.6952963,9.3,8.1,99,100
1571,oeste 25,6.2165,105,3,-60.6522294,-35.6952963,9.3,8.1,99,100
1572,oeste 25,6.9939,105,3,-60.6523869,-35.6955675,10.3,7.9,98,100
1573,oeste 25,6.8213,105,3,-60.6523869,-35.6955675,10.3,7.9,98,100
1574,oeste 25,7.1412,105,3,-60.6523869,-35.6955675,10.3,7.9,98,100
1575,oeste 25,6.1801,105,3,-60.6522294,-35.6952963,9.3,8.1,98,100
1576,oeste 25,6.2514,105,3,-60.6522294,-35.6952963,9.3,8.1,98,100
1577,oeste 25,6.3741,105,3,-60.6522294,-35.6952963,9.3,8.1,98,100
1578,oeste 25,6.9162,105,3,-60.6523869,-35.6955675,10.3,7.9,99,100
1579,oeste 25,7.211,105,3,-60.6523869,-35.6955675,10.3,7.9,99,100
1580,oeste 25,6.5681,105,3,-60.6522294,-35.6952963,9.3,8.1,99,100
1581,oeste 25,6.8135,105,3,-60.6520904,-35.695367,9,8.9,99,100
1582,oeste 25,6.9777,57,3,-60.6519907,-35.6957865,8.9,11.1,355,300
1583,oeste 25,7.5089,57,3,-60.6520594,-35.6957519,12.1,11.9,355,300
1584,oeste 25,6.9273,57,3,-60.6519907,-35.6957865,8.9,11.1,349,300
1585,oeste 25,7.1673,57,3,-60.6519907,-35.6957865,8.9,11.1,349,300
1586,oeste 25,7.0027,57,3,-60.6519907,-35.6957865,8.9,11.1,329,300
1587,oeste 25,7.2312,57,3,-60.6519907,-35.6957865,8.9,11.1,329,300
1588,oeste 25,6.7124,57,3,-60.6519213,-35.6958206,9.7,9.7,316,300
1589,oeste 25,7.0844,57,3,-60.6519213,-35.6958206,9.7,9.7,316,300
1590,oeste 25,7.3402,57,3,-60.6519213,-35.6958206,9.7,9.7,317,300
1591,oeste 25,7.598,57,3,-60.6519213,-35.6958206,9.7,9.7,317,300
1592,oeste 25,7.4399,126,0,-60.6515215,-35.6962292,10.5,12.4,101,100
1593,oeste 25,7.2945,126,0,-60.6515215,-35.6962292,10.5,12.4,101,100
1594,oeste 25,6.8958,126,0,-60.6515215,-35.6962292,10.5,12.4,101,100
1595,oeste 25,7.0995,126,0,-60.6514511,-35.6962671,12.6,12.7,101,100
1596,oeste 25,7.1211,126,0,-60.6514511,-35.6962671,12.6,12.7,101,100
1597,oeste 25,7.1656,126,0,-60.6514511,-35.6962671,12.6,12.7,101,400
1598,oeste 25,7.7479,129,3,-60.6513815,-35.6963047,10.9,12.6,219,400
1599,oeste 25,7.4595,129,3,-60.6513139,-35.6963415,11.5,13.5,219,400
1600,oeste 25,5.439,128,0,-60.6504254,-35.6968278,18.8,25.2,0,0
1601,oeste 25,9.8374,128,0,-60.6504254,-35.6968278,18.8,25.2,0,0
1602,oeste 25,5.122,128,0,-60.6504254,-35.6968278,18.8,25.2,0,0
1603,oeste 25,5.5314,128,0,-60.6503577,-35.6968619,13.8,20.7,0,0
1604,oeste 25,5.1148,128,0,-60.6503577,-35.6968619,13.8,20.7,0,0
1605,oeste 25,5.7816,128,0,-60.6503577,-35.6968619,13.8,20.7,0,0
1606,oeste 25,7.379,96,2,-60.6518762,-35.6960387,8.8,9.3,216,200
1607,oeste 25,6.5594,100,1,-60.6525857,-35.6956665,11.1,11.1,119,100
1608,oeste 25,6.7627,100,1,-60.6526564,-35.6956299,10.2,10.9,113,100
1609,oeste 25,6.6151,100,1,-60.6526564,-35.6956299,10.2,10.9,113,100
1610,oeste 25,6.5499,100,1,-60.6526564,-35.6956299,10.2,10.9,113,100
1611,oeste 25,6.823,100,1,-60.6526564,-35.6956299,10.2,10.9,110,100
1612,oeste 25,6.6314,43,2,-60.6530533,-35.6952194,10.9,10.3,272,100
1613,oeste 25,6.1908,46,2,-60.6536722,-35.6949009,11.7,11.5,107,100
1614,oeste 25,7.0991,46,2,-60.6537378,-35.6948642,12.9,11.2,107,100
1615,oeste 25,6.8787,46,2,-60.6537378,-35.6948642,12.9,11.2,107,100
1616,oeste 25,6.6982,46,2,-60.6537378,-35.6948642,12.9,11.2,103,200
1617,oeste 25,7.6552,46,2,-60.6537378,-35.6948642,12.9,11.2,103,200
1618,oeste 25,7.1492,30,1,-60.6538022,-35.6948286,11,11.9,185,200
1619,oeste 25,7.0941,30,1,-60.6538022,-35.6948286,11,11.9,185,200
1620,oeste 25,6.742,30,1,-60.6538022,-35.6948286,11,11.9,179,200
1621,oeste 25,6.8032,30,1,-60.6538022,-35.6948286,11,11.9,179,200
1622,oeste 25,6.8573,30,1,-60.6538679,-35.6947946,9.2,8,179,200
1623,oeste 25,6.752,30,1,-60.6538679,-35.6947946,9.2,8,179,200
1624,oeste 25,6.7668,30,1,-60.6538679,-35.6947946,9.2,8,192,200
1625,oeste 25,7.0486,30,1,-60.6538679,-35.6947946,9.2,8,192,200
1626,oeste 25,7.033,30,1,-60.6538679,-35.6947946,9.2,8,192,200
1627,oeste 25,7.1546,30,1,-60.6538679,-35.6947946,9.2,8,192,200
1628,oeste 25,6.8536,30,1,-60.6538679,-35.6947946,9.2,8,194,200
1629,oeste 25,6.8506,30,1,-60.6538679,-35.6947946,9.2,8,194,200
1630,oeste 25,6.8329,30,1,-60.6538679,-35.6947946,9.2,8,194,200
1631,oeste 25,6.7015,30,1,-60.6539338,-35.6947612,9.1,28.6,194,200
1632,oeste 25,6.8472,30,1,-60.6539338,-35.6947612,9.1,28.6,194,200
1633,oeste 25,6.8411,30,1,-60.6539338,-35.6947612,9.1,28.6,194,200
1634,oeste 25,7.0828,30,1,-60.6539338,-35.6947612,9.1,28.6,195,200
1635,oeste 25,6.9121,30,1,-60.6539338,-35.6947612,9.1,28.6,195,200
1636,oeste 25,6.9412,30,1,-60.6539338,-35.6947612,9.1,28.6,195,200
1637,oeste 25,6.448,82,0,-60.6537171,-35.694505,11,13.3,106,100
1638,oeste 25,6.9273,82,0,-60.6537171,-35.694505,11,13.3,106,100
1639,oeste 25,6.849,82,0,-60.6537171,-35.694505,11,13.3,105,100
1640,oeste 25,6.6301,82,0,-60.6537171,-35.694505,11,13.3,105,100
1641,oeste 25,7.1169,82,0,-60.6536522,-35.6945407,11.3,11.7,105,100
1642,oeste 25,6.6709,82,0,-60.6536522,-35.6945407,11.3,11.7,102,100
1643,oeste 25,6.9761,82,0,-60.6536522,-35.6945407,11.3,11.7,102,100
1644,oeste 25,6.8108,82,0,-60.6536522,-35.6945407,11.3,11.7,102,100
1645,oeste 25,7.0671,82,0,-60.6536522,-35.6945407,11.3,11.7,102,100
1646,oeste 25,7.3457,82,0,-60.6535868,-35.6945744,9.6,10.3,102,100
1647,oeste 25,7.5745,82,0,-60.6535868,-35.6945744,9.6,10.3,101,100
1648,oeste 25,7.5628,83,0,-60.6533912,-35.6946777,9.3,8,277,300
1649,oeste 25,7.2635,83,0,-60.6533912,-35.6946777,9.3,8,277,300
1650,oeste 25,7.1778,83,0,-60.6533282,-35.6947124,9.5,7.4,277,300
1651,oeste 25,6.9132,83,0,-60.6533282,-35.6947124,9.5,7.4,278,300
1652,oeste 25,6.642,83,0,-60.6533282,-35.6947124,9.5,7.4,278,300
1653,oeste 25,6.6651,83,0,-60.6533282,-35.6947124,9.5,7.4,278,300
1654,oeste 25,6.5587,83,0,-60.6533282,-35.6947124,9.5,7.4,284,0
1655,oeste 25,6.5263,83,0,-60.6533282,-35.6947124,9.5,7.4,284,0
1656,oeste 25,6.4597,83,0,-60.6533282,-35.6947124,9.5,7.4,284,0
1657,oeste 25,6.9389,83,0,-60.6532202,-35.6947715,10.1,8.6,284,0
1658,oeste 25,6.5894,83,0,-60.6532202,-35.6947715,10.1,8.6,284,0
1659,oeste 25,7.0817,83,0,-60.6532202,-35.6947715,10.1,8.6,284,0
1660,oeste 25,6.8746,68,4,-60.6528511,-35.6953237,11.7,15.8,227,200
1661,oeste 25,6.9176,68,4,-60.6528511,-35.6953237,11.7,15.8,221,200
1662,oeste 25,6.9537,68,4,-60.6528511,-35.6953237,11.7,15.8,221,200
1663,oeste 25,6.8767,68,4,-60.6528511,-35.6953237,11.7,15.8,221,200
1664,oeste 25,7.1205,68,4,-60.6527822,-35.695358,12.6,13.2,212,200
1665,oeste 25,7.0448,68,4,-60.6528511,-35.6953237,11.7,15.8,212,200
1666,oeste 25,6.9828,68,4,-60.6527822,-35.695358,12.6,13.2,218,200
1667,oeste 25,7.4134,68,4,-60.6527822,-35.695358,12.6,13.2,218,200
1668,oeste 25,6.8383,68,4,-60.6527822,-35.695358,12.6,13.2,215,200
1669,oeste 25,6.9981,68,4,-60.6527822,-35.695358,12.6,13.2,215,200
1670,oeste 25,7.3661,94,1,-60.6525811,-35.6954597,10.7,10.6,103,100
1671,oeste 25,7.1724,94,1,-60.6525149,-35.6954937,10.3,8.4,101,100
1672,oeste 25,7.2157,94,1,-60.6525811,-35.6954597,10.7,10.6,101,100
